Month (abbr),Year,Country/Area,집계(Growth Rate(%)),합계(Visitor Arrivals)
Feb.,2024,Sudan,2.8571428571428572,36
Jan.,2024,Sudan,-41.17647058823529,20
Dec.,2024,Stateless and others,-98.703256936067547,43
Nov.,2024,Stateless and others,-98.165663513900839,64
Oct.,2024,Stateless and others,-98.970423062523409,55
Sep.,2024,Stateless and others,-99.166666666666671,42
Aug.,2024,Stateless and others,-99.160447761194021,36
Jul.,2024,Stateless and others,-99.423393739703457,21
Jun.,2024,Stateless and others,-98.093841642228739,65
May,2024,Stateless and others,-98.885862837335964,45
Apr.,2024,Stateless and others,-99.268181125171523,48
Mar.,2024,Stateless and others,-98.467898832684824,63
Feb.,2024,Stateless and others,-98.641831587116798,35
Jan.,2024,Stateless and others,-98.937831927522652,34
Dec.,2024,Sri Lanka,-68.428068170998756,3316
Nov.,2024,Sri Lanka,-81.451355661881976,3489
Oct.,2024,Sri Lanka,-77.162156384934377,5342
Sep.,2024,Sri Lanka,-73.546084400587858,5040
Aug.,2024,Sri Lanka,-83.447849918937706,4288
Jul.,2024,Sri Lanka,-80.510515331513886,3642
Jun.,2024,Sri Lanka,-73.58022778337336,3410
May,2024,Sri Lanka,-69.896400089438771,4039
Apr.,2024,Sri Lanka,-44.045384746630269,6559
Mar.,2024,Sri Lanka,-75.519437994880036,4112
Feb.,2024,Sri Lanka,-59.244029732721813,2577
Jan.,2024,Sri Lanka,-32.879010274690714,3201
Dec.,2024,Spain,-98.789107850450264,10503
Nov.,2024,Spain,-97.490346975207672,18810
Oct.,2024,Spain,-96.805237056573162,23391
Sep.,2024,Spain,-97.099061595455211,19052
Aug.,2024,Spain,-95.768182798298511,25906
Jul.,2024,Spain,-97.533652113889929,18687
Jun.,2024,Spain,-98.164734521390571,12907
May,2024,Spain,-98.184123907794586,13417
Apr.,2024,Spain,-98.227320913590589,11722
Mar.,2024,Spain,-97.466905543943454,16797
Feb.,2024,Spain,-99.227547821667756,6323
Jan.,2024,Spain,-99.443549243383316,4769
Dec.,2024,South Korea,12391000,867377
Nov.,2024,South Korea,7494960.0000000009,749506
Oct.,2024,South Korea,7321570,732167
Sep.,2024,South Korea,5970381.8181818184,656753
Aug.,2024,South Korea,5101333.333333334,612172
Jul.,2024,South Korea,12627883.333333332,757679
Jun.,2024,South Korea,6393327.2727272725,703277
May,2024,South Korea,4346205.8823529417,738872
Apr.,2024,South Korea,6612489.9999999991,661259
Mar.,2024,South Korea,6028100,663102
Feb.,2024,South Korea,40928000,818562
Jan.,2024,South Korea,85703800,857039
Dec.,2024,Somalia,16.666666666666664,7
Nov.,2024,Somalia,-47.368421052631575,10
Oct.,2024,Somalia,-41.17647058823529,10
Sep.,2024,Somalia,-52.173913043478258,11
Aug.,2024,Somalia,20,12
Jul.,2024,Somalia,-70,6
Jun.,2024,Somalia,-35.294117647058826,11
May,2024,Somalia,112.5,17
Apr.,2024,Somalia,42.857142857142854,10
Mar.,2024,Somalia,0,11
Feb.,2024,Somalia,-77.777777777777786,2
Jan.,2024,Somalia,-95.833333333333343,1
Dec.,2024,Solomon,-97.599999999999994,6
Nov.,2024,Solomon,-96.408317580340267,19
Oct.,2024,Solomon,-98.371647509578537,17
Sep.,2024,Solomon,-95.818181818181813,23
Aug.,2024,Solomon,-96.855345911949684,10
Jul.,2024,Solomon,-96.254681647940075,20
Jun.,2024,Solomon,-95.71788413098237,17
May,2024,Solomon,-98.206278026905821,8
Apr.,2024,Solomon,-99.150485436893206,7
Mar.,2024,Solomon,-98.465829846582992,11
Feb.,2024,Solomon,-96.370967741935488,9
Jan.,2024,Solomon,-86.740331491712709,24
Dec.,2024,Slovenia,-36.868686868686865,250
Nov.,2024,Slovenia,-25.806451612903224,529
Oct.,2024,Slovenia,-3.778801843317972,1044
Sep.,2024,Slovenia,-39.493949394939492,550
Aug.,2024,Slovenia,-57.142857142857139,318
Jul.,2024,Slovenia,-30.918499353169469,534
Jun.,2024,Slovenia,-34.488448844884488,397
May,2024,Slovenia,-56.572541382667964,446
Apr.,2024,Slovenia,-21.59847764034253,824
Mar.,2024,Slovenia,-5.2840158520475562,717
Feb.,2024,Slovenia,-31.111111111111111,248
Jan.,2024,Slovenia,-35.357142857142861,181
Dec.,2024,Slovakia,-99.709357798165129,396
Nov.,2024,Slovakia,-99.255974120838985,713
Oct.,2024,Slovakia,-98.42273586277075,1085
Sep.,2024,Slovakia,-97.571661368311382,909
Aug.,2024,Slovakia,-97.005770550018156,742
Jul.,2024,Slovakia,-97.250577983282952,773
Jun.,2024,Slovakia,-98.971574034789995,606
May,2024,Slovakia,-98.361414257451017,1027
Apr.,2024,Slovakia,-97.731197651325459,1051
Mar.,2024,Slovakia,-98.759971824987304,757
Feb.,2024,Slovakia,-99.024786672084517,360
Jan.,2024,Slovakia,-99.179847685998823,280
Dec.,2024,Singapore,1135316.6666666665,136250
Nov.,2024,Singapore,399191.66666666663,95830
Oct.,2024,Singapore,687800,68790
Sep.,2024,Singapore,170050,37433
Aug.,2024,Singapore,412916.66666666669,24781
Jul.,2024,Singapore,187333.33333333331,28115
Jun.,2024,Singapore,736462.5,58925
May,2024,Singapore,1253420,62676
Apr.,2024,Singapore,1158000,46324
Mar.,2024,Singapore,1220840,61047
Feb.,2024,Singapore,410066.66666666669,36915
Jan.,2024,Singapore,136460,34140
Dec.,2024,Sierra Leone,50,12
Nov.,2024,Sierra Leone,1100,24
Oct.,2024,Sierra Leone,42.857142857142854,10
Sep.,2024,Sierra Leone,15.789473684210526,22
Aug.,2024,Sierra Leone,-75,6
Jul.,2024,Sierra Leone,400,15
Jun.,2024,Sierra Leone,100,8
May,2024,Sierra Leone,0,5
Apr.,2024,Sierra Leone,-60,4
Mar.,2024,Sierra Leone,-16.666666666666664,5
Feb.,2024,Sierra Leone,50,9
Jan.,2024,Sierra Leone,733.33333333333326,25
Dec.,2024,Seychelles,-97.444089456869008,8
Nov.,2024,Seychelles,-99.631675874769798,2
Oct.,2024,Seychelles,-99.016853932584269,7
Sep.,2024,Seychelles,-96.915584415584405,19
Aug.,2024,Seychelles,-90.733590733590731,24
Jul.,2024,Seychelles,-98.75,3
Jun.,2024,Seychelles,-98.80952380952381,4
May,2024,Seychelles,-99.293785310734464,5
Apr.,2024,Seychelles,-98.976458546571138,10
Mar.,2024,Seychelles,-99.103139013452918,6
Feb.,2024,Seychelles,-97.260273972602747,6
Jan.,2024,Seychelles,-98.064516129032256,3
Dec.,2024,Serbia,682.5,313
Nov.,2024,Serbia,964.7058823529411,543
Oct.,2024,Serbia,1086.6666666666667,712
Sep.,2024,Serbia,792.75362318840575,616
Aug.,2024,Serbia,236.36363636363637,259
Jul.,2024,Serbia,433.33333333333331,240
Jun.,2024,Serbia,469.49152542372883,336
May,2024,Serbia,1041.9354838709678,708
Apr.,2024,Serbia,1528.3333333333333,977
Mar.,2024,Serbia,1138.8888888888889,669
Feb.,2024,Serbia,200,219
Jan.,2024,Serbia,131.34328358208955,155
Dec.,2024,Senegal,-96.539792387543258,40
Nov.,2024,Senegal,-98.042977743668459,51
Oct.,2024,Senegal,-96.319018404907979,60
Sep.,2024,Senegal,-94.051724137931032,69
Aug.,2024,Senegal,-89.364640883977899,77
Jul.,2024,Senegal,-97.661122661122661,45
Jun.,2024,Senegal,-97.641886490807352,59
May,2024,Senegal,-96.723044397462999,62
Apr.,2024,Senegal,-97.044334975369466,60
Mar.,2024,Senegal,-86.04651162790698,54
Feb.,2024,Senegal,-91.788526434195731,73
Jan.,2024,Senegal,-87.661141804788215,67
Dec.,2024,Saudi Arabia,57700,1156
Nov.,2024,Saudi Arabia,,2606
Oct.,2024,Saudi Arabia,81400,1630
Sep.,2024,Saudi Arabia,57900,1160
Aug.,2024,Saudi Arabia,72300,724
Jul.,2024,Saudi Arabia,,1924
Jun.,2024,Saudi Arabia,35642.857142857145,2502
May,2024,Saudi Arabia,189100,1892
Apr.,2024,Saudi Arabia,,2030
Mar.,2024,Saudi Arabia,,387
Feb.,2024,Saudi Arabia,,889
Jan.,2024,Saudi Arabia,18000,543
Dec.,2024,Sao Tome and Principe,-80,2
Nov.,2024,Sao Tome and Principe,-100,0
Oct.,2024,Sao Tome and Principe,-89.473684210526315,2
Sep.,2024,Sao Tome and Principe,-85.714285714285708,2
Aug.,2024,Sao Tome and Principe,-94.444444444444443,1
Jul.,2024,Sao Tome and Principe,-100,0
Jun.,2024,Sao Tome and Principe,-65,7
May,2024,Sao Tome and Principe,-90,1
Apr.,2024,Sao Tome and Principe,-100,0
Mar.,2024,Sao Tome and Principe,-100,0
Feb.,2024,Sao Tome and Principe,-100,0
Jan.,2024,Sao Tome and Principe,-57.142857142857139,3
Dec.,2024,San Marino,-9.0909090909090917,10
Nov.,2024,San Marino,54.54545454545454,17
Oct.,2024,San Marino,-20.833333333333336,19
Sep.,2024,San Marino,-62.162162162162161,14
Aug.,2024,San Marino,50,18
Jul.,2024,San Marino,-68.421052631578945,6
Jun.,2024,San Marino,-13.043478260869565,20
May,2024,San Marino,-37.5,10
Apr.,2024,San Marino,33.333333333333329,16
Mar.,2024,San Marino,-33.333333333333329,6
Feb.,2024,San Marino,-88.888888888888886,2
Jan.,2024,San Marino,-56.25,7
Dec.,2024,Samoa,175,11
Nov.,2024,Samoa,57.142857142857139,11
Oct.,2024,Samoa,500,24
Sep.,2024,Samoa,825,37
Aug.,2024,Samoa,200,12
Jul.,2024,Samoa,533.33333333333326,19
Jun.,2024,Samoa,109.09090909090908,23
May,2024,Samoa,1500,16
Apr.,2024,Samoa,500,12
Mar.,2024,Samoa,125,9
Feb.,2024,Samoa,500,18
Jan.,2024,Samoa,300,16
Dec.,2024,Saint Vincent,-63.636363636363633,4
Nov.,2024,Saint Vincent,16.666666666666664,7
Oct.,2024,Saint Vincent,-71.428571428571431,4
Sep.,2024,Saint Vincent,-55.555555555555557,4
Aug.,2024,Saint Vincent,-80.952380952380949,4
Jul.,2024,Saint Vincent,-62.5,3
Jun.,2024,Saint Vincent,-8.3333333333333322,11
May,2024,Saint Vincent,-87.5,1
Apr.,2024,Saint Vincent,-50,2
Mar.,2024,Saint Vincent,-33.333333333333329,4
Feb.,2024,Saint Vincent,-72.727272727272734,3
Jan.,2024,Saint Vincent,-20,4
Dec.,2024,Saint Lucia,-72.5,11
Nov.,2024,Saint Lucia,-85.714285714285708,6
Oct.,2024,Saint Lucia,-63.157894736842103,14
Sep.,2024,Saint Lucia,-70.967741935483872,9
Aug.,2024,Saint Lucia,-22.222222222222221,21
Jul.,2024,Saint Lucia,-80.952380952380949,8
Jun.,2024,Saint Lucia,-73.91304347826086,12
May,2024,Saint Lucia,-69.230769230769226,8
Apr.,2024,Saint Lucia,-90,4
Mar.,2024,Saint Lucia,-84.210526315789465,6
Feb.,2024,Saint Lucia,-52.173913043478258,11
Jan.,2024,Saint Lucia,-78.260869565217391,5
Dec.,2024,Saint Kitts and Nevis,185.71428571428572,40
Nov.,2024,Saint Kitts and Nevis,13.513513513513514,42
Oct.,2024,Saint Kitts and Nevis,22.58064516129032,38
Sep.,2024,Saint Kitts and Nevis,-16.216216216216218,31
Aug.,2024,Saint Kitts and Nevis,-34.146341463414636,27
Jul.,2024,Saint Kitts and Nevis,133.33333333333331,42
Jun.,2024,Saint Kitts and Nevis,155.55555555555557,46
May,2024,Saint Kitts and Nevis,23.809523809523807,26
Apr.,2024,Saint Kitts and Nevis,300,40
Mar.,2024,Saint Kitts and Nevis,15.151515151515152,38
Feb.,2024,Saint Kitts and Nevis,76.923076923076934,23
Jan.,2024,Saint Kitts and Nevis,-34.285714285714285,23
Dec.,2024,Rwanda,-99.7618642626297,14
Nov.,2024,Rwanda,-99.732890557320246,37
Oct.,2024,Rwanda,-99.802560346474749,31
Sep.,2024,Rwanda,-99.636791989790908,37
Aug.,2024,Rwanda,-99.403549607215595,41
Jul.,2024,Rwanda,-99.682819383259911,18
Jun.,2024,Rwanda,-99.679487179487182,18
May,2024,Rwanda,-99.737631184407789,21
Apr.,2024,Rwanda,-99.906959434313365,10
Mar.,2024,Rwanda,-99.688061253426596,33
Feb.,2024,Rwanda,-99.552803577571382,13
Jan.,2024,Rwanda,-98.920419494139424,35
Dec.,2024,Russia,409.00432900432907,5879
Nov.,2024,Russia,645.13179128563741,13852
Oct.,2024,Russia,524.5425616547335,15701
Sep.,2024,Russia,370.74861367837337,10187
Aug.,2024,Russia,303.87779083431258,6874
Jul.,2024,Russia,238.40190816935004,5675
Jun.,2024,Russia,307.25163161711384,5616
May,2024,Russia,258.92376681614348,8004
Apr.,2024,Russia,215.19061583577712,10748
Mar.,2024,Russia,229.25614690320572,10579
Feb.,2024,Russia,217.01199563794984,2907
Jan.,2024,Russia,494.86238532110087,3242
Dec.,2024,Romania,28775,1155
Nov.,2024,Romania,12293.333333333334,1859
Oct.,2024,Romania,15612.5,2514
Sep.,2024,Romania,9736.363636363636,2164
Aug.,2024,Romania,11246.666666666666,1702
Jul.,2024,Romania,41825,1677
Jun.,2024,Romania,11391.666666666668,1379
May,2024,Romania,37066.666666666672,2230
Apr.,2024,Romania,48614.285714285717,3410
Mar.,2024,Romania,40062.5,3213
Feb.,2024,Romania,3426.9230769230767,917
Jan.,2024,Romania,1716.6666666666667,545
Dec.,2024,Republic of South Sudan,-99.775784753363226,4
Nov.,2024,Republic of South Sudan,-98.40425531914893,15
Oct.,2024,Republic of South Sudan,-98.73317498020586,16
Sep.,2024,Republic of South Sudan,-98.042704626334526,22
Aug.,2024,Republic of South Sudan,-98.275862068965509,15
Jul.,2024,Republic of South Sudan,-99.571275455519825,4
Jun.,2024,Republic of South Sudan,-99,12
May,2024,Republic of South Sudan,-99.303944315545252,6
Apr.,2024,Republic of South Sudan,-99.357798165137609,7
Mar.,2024,Republic of South Sudan,-99.357429718875494,8
Feb.,2024,Republic of South Sudan,-95.806451612903217,26
Jan.,2024,Republic of South Sudan,-95.081967213114751,30
Dec.,2024,Republic of South Africa,7656.5217391304341,1784
Nov.,2024,Republic of South Africa,1046.3414634146341,940
Oct.,2024,Republic of South Africa,3614.7058823529414,1263
Sep.,2024,Republic of South Africa,2454.5454545454545,1124
Aug.,2024,Republic of South Africa,2800,870
Jul.,2024,Republic of South Africa,8381.818181818182,933
Jun.,2024,Republic of South Africa,3143.2432432432433,1200
May,2024,Republic of South Africa,1049.3333333333335,862
Apr.,2024,Republic of South Africa,2219.1489361702129,1090
Mar.,2024,Republic of South Africa,5313.04347826087,1245
Feb.,2024,Republic of South Africa,5066.6666666666661,620
Jan.,2024,Republic of South Africa,2672.7272727272725,610
Dec.,2024,Republic of Kosovo,155.55555555555557,23
Nov.,2024,Republic of Kosovo,530.76923076923072,82
Oct.,2024,Republic of Kosovo,277.77777777777777,34
Sep.,2024,Republic of Kosovo,238.46153846153845,44
Aug.,2024,Republic of Kosovo,25,30
Jul.,2024,Republic of Kosovo,22.222222222222221,11
Jun.,2024,Republic of Kosovo,428.57142857142856,37
May,2024,Republic of Kosovo,837.5,75
Apr.,2024,Republic of Kosovo,1075,47
Mar.,2024,Republic of Kosovo,109.09090909090908,23
Feb.,2024,Republic of Kosovo,-14.285714285714285,12
Jan.,2024,Republic of Kosovo,144.44444444444443,22
Dec.,2024,Republic of Congo,-98.159509202453989,9
Nov.,2024,Republic of Congo,-96.036585365853654,13
Oct.,2024,Republic of Congo,-97.019867549668874,9
Sep.,2024,Republic of Congo,-90.07633587786259,13
Aug.,2024,Republic of Congo,-91.397849462365585,24
Jul.,2024,Republic of Congo,-97.58713136729223,9
Jun.,2024,Republic of Congo,-98.513800424628457,7
May,2024,Republic of Congo,-97.00374531835206,8
Apr.,2024,Republic of Congo,-99.489144316730531,4
Mar.,2024,Republic of Congo,-81.355932203389841,11
Feb.,2024,Republic of Congo,-92.090395480225979,14
Jan.,2024,Republic of Congo,-94.674556213017752,9
Dec.,2024,Qatar,-86.279461279461273,489
Nov.,2024,Qatar,-92.044627698277949,328
Oct.,2024,Qatar,-93.67671691792296,302
Sep.,2024,Qatar,-96.360100027785506,131
Aug.,2024,Qatar,-93.436838390966841,279
Jul.,2024,Qatar,-89.747113798790551,373
Jun.,2024,Qatar,-84.747409326424872,471
May,2024,Qatar,-92.91777188328912,267
Apr.,2024,Qatar,-79.29666842940243,783
Mar.,2024,Qatar,-98.588854341066735,59
Feb.,2024,Qatar,-91.465766634522666,177
Jan.,2024,Qatar,-88.376891334250345,169
Dec.,2024,Portugal,55.158902916848064,3564
Nov.,2024,Portugal,-27.577727033198663,4123
Oct.,2024,Portugal,-39.780607741772791,4776
Sep.,2024,Portugal,-54.905400325773712,3599
Aug.,2024,Portugal,-16.826452748972802,4251
Jul.,2024,Portugal,-24.302954640033292,3638
Jun.,2024,Portugal,-32.561694693164448,3088
May,2024,Portugal,-43.957187453545416,3770
Apr.,2024,Portugal,-56.890459363957604,3782
Mar.,2024,Portugal,-25.325951062689768,4181
Feb.,2024,Portugal,-10.021691973969631,2074
Jan.,2024,Portugal,-28.232971372161899,1454
Dec.,2024,Poland,-97.883241948117771,2297
Nov.,2024,Poland,-93.462183329888148,5693
Oct.,2024,Poland,-90.116394995264443,7931
Sep.,2024,Poland,-82.880003432150673,7981
Aug.,2024,Poland,-86.885119704395578,5111
Jul.,2024,Poland,-91.335232394620121,4806
Jun.,2024,Poland,-92.956576579348109,4579
May,2024,Poland,-90.025651290719566,6727
Apr.,2024,Poland,-87.192513759324953,8773
Mar.,2024,Poland,-92.89656309866659,5599
Feb.,2024,Poland,-96.465645460539434,2305
Jan.,2024,Poland,-96.431590813019582,2026
Dec.,2024,Philippines,20452.083333333336,108515
Nov.,2024,Philippines,13442.457231726283,87078
Oct.,2024,Philippines,9650.1822600243013,80244
Sep.,2024,Philippines,7335.0877192982452,46618
Aug.,2024,Philippines,9069.6470588235297,38971
Jul.,2024,Philippines,11957.826086956522,55466
Jun.,2024,Philippines,15952.098765432098,65011
May,2024,Philippines,11964.937388193202,67443
Apr.,2024,Philippines,12286.799276672695,68499
Mar.,2024,Philippines,11897.108066971081,78821
Feb.,2024,Philippines,12891.434262948207,65217
Jan.,2024,Philippines,14094,56776
Dec.,2024,Peru,1073.3333333333333,528
Nov.,2024,Peru,818.57142857142856,643
Oct.,2024,Peru,903.65853658536594,823
Sep.,2024,Peru,962.71186440677957,627
Aug.,2024,Peru,750,425
Jul.,2024,Peru,607.69230769230762,460
Jun.,2024,Peru,678.84615384615381,405
May,2024,Peru,760,559
Apr.,2024,Peru,582.71604938271605,553
Mar.,2024,Peru,1464.2857142857142,657
Feb.,2024,Peru,1040.9090909090908,502
Jan.,2024,Peru,577.96610169491521,400
Dec.,2024,Paraguay,-48.863636363636367,45
Nov.,2024,Paraguay,-29.292929292929294,70
Oct.,2024,Paraguay,30.158730158730158,82
Sep.,2024,Paraguay,-42.156862745098039,59
Aug.,2024,Paraguay,-1.9607843137254902,50
Jul.,2024,Paraguay,-28.571428571428569,65
Jun.,2024,Paraguay,-8.7719298245614024,52
May,2024,Paraguay,44.444444444444443,65
Apr.,2024,Paraguay,88.372093023255815,81
Mar.,2024,Paraguay,-40.845070422535216,42
Feb.,2024,Paraguay,25.714285714285712,44
Jan.,2024,Paraguay,-6.3492063492063489,59
Dec.,2024,Papua New Guinea,-48.837209302325576,88
Nov.,2024,Papua New Guinea,-64.893617021276597,99
Oct.,2024,Papua New Guinea,-83.846153846153854,63
Sep.,2024,Papua New Guinea,-45.744680851063826,102
Aug.,2024,Papua New Guinea,-57.142857142857139,51
Jul.,2024,Papua New Guinea,-58.447488584474883,91
Jun.,2024,Papua New Guinea,-69.189189189189193,57
May,2024,Papua New Guinea,-80.519480519480524,45
Apr.,2024,Papua New Guinea,-85.993485342019554,43
Mar.,2024,Papua New Guinea,-65.196078431372555,71
Feb.,2024,Papua New Guinea,-74.074074074074076,35
Jan.,2024,Papua New Guinea,-58.82352941176471,63
Dec.,2024,Panama,760,172
Nov.,2024,Panama,705.71428571428567,282
Oct.,2024,Panama,729.78723404255322,390
Sep.,2024,Panama,548.27586206896547,188
Aug.,2024,Panama,205.12820512820511,119
Jul.,2024,Panama,942.85714285714289,219
Jun.,2024,Panama,428.57142857142856,185
May,2024,Panama,904.3478260869565,231
Apr.,2024,Panama,777.14285714285711,307
Mar.,2024,Panama,1175,204
Feb.,2024,Panama,513.63636363636363,135
Jan.,2024,Panama,856.25,153
Dec.,2024,Palestine,-55.555555555555557,20
Nov.,2024,Palestine,2.941176470588235,35
Oct.,2024,Palestine,-26.5625,47
Sep.,2024,Palestine,-17.142857142857142,29
Aug.,2024,Palestine,21.875,39
Jul.,2024,Palestine,-78.787878787878782,21
Jun.,2024,Palestine,-46.153846153846153,35
May,2024,Palestine,-36.111111111111107,23
Apr.,2024,Palestine,-43.548387096774192,35
Mar.,2024,Palestine,-73.333333333333329,16
Feb.,2024,Palestine,-15.384615384615385,22
Jan.,2024,Palestine,-54.285714285714285,16
Dec.,2024,Palau,-97.3198332340679,45
Nov.,2024,Palau,-98.307615729218512,34
Oct.,2024,Palau,-96.959619952494052,64
Sep.,2024,Palau,-98.310810810810807,35
Aug.,2024,Palau,-98.380566801619423,32
Jul.,2024,Palau,-95.787234042553195,99
Jun.,2024,Palau,-96.09609609609609,65
May,2024,Palau,-98.200000000000003,36
Apr.,2024,Palau,-97.106859542697151,62
Mar.,2024,Palau,-96.478873239436624,60
Feb.,2024,Palau,-98.573779484366426,26
Jan.,2024,Palau,-98.397435897435898,35
Dec.,2024,Pakistan,2565.0793650793653,1679
Nov.,2024,Pakistan,1171.5189873417721,2009
Oct.,2024,Pakistan,985.05154639175259,2105
Sep.,2024,Pakistan,1186.9565217391305,2072
Aug.,2024,Pakistan,1342.3357664233577,1976
Jul.,2024,Pakistan,1466.6666666666665,2350
Jun.,2024,Pakistan,1311.0169491525423,1665
May,2024,Pakistan,1940.8163265306123,2000
Apr.,2024,Pakistan,1273.7179487179487,2143
Mar.,2024,Pakistan,7000,1704
Feb.,2024,Pakistan,4574.3589743589746,1823
Jan.,2024,Pakistan,3665.5172413793102,2184
Dec.,2024,Oman,-96.108709079678817,63
Nov.,2024,Oman,-91.10861001688238,158
Oct.,2024,Oman,-92.753081807994022,194
Sep.,2024,Oman,-93.382655158240851,161
Aug.,2024,Oman,-89.919058130978655,137
Jul.,2024,Oman,-96.373307543520312,150
Jun.,2024,Oman,-96.462829736211035,118
May,2024,Oman,-94.53125,98
Apr.,2024,Oman,-92.791127541589646,156
Mar.,2024,Oman,-99.443671766342149,24
Feb.,2024,Oman,-97.830923248053395,39
Jan.,2024,Oman,-96.122994652406419,58
Dec.,2024,Norway,1679.1208791208792,1619
Nov.,2024,Norway,2269.333333333333,1777
Oct.,2024,Norway,2076.4227642276423,2677
Sep.,2024,Norway,1846.3999999999999,2433
Aug.,2024,Norway,2988.6363636363635,1359
Jul.,2024,Norway,8172,4136
Jun.,2024,Norway,4665.7142857142862,3336
May,2024,Norway,1544.0366972477063,1792
Apr.,2024,Norway,966.00985221674875,2164
Mar.,2024,Norway,4347.4226804123709,4314
Feb.,2024,Norway,2800,1798
Jan.,2024,Norway,6700,1496
Dec.,2024,North Macedonia,,91
Nov.,2024,North Macedonia,,75
Oct.,2024,North Macedonia,,123
Sep.,2024,North Macedonia,,125
Aug.,2024,North Macedonia,,44
Jul.,2024,North Macedonia,,50
Jun.,2024,North Macedonia,,70
May,2024,North Macedonia,,109
Apr.,2024,North Macedonia,,203
Mar.,2024,North Macedonia,177.14285714285714,97
Feb.,2024,North Macedonia,82.35294117647058,62
Jan.,2024,North Macedonia,,22
Dec.,2024,North Korea,-100,0
Nov.,2024,North Korea,-100,0
Oct.,2024,North Korea,-100,0
Sep.,2024,North Korea,-100,0
Aug.,2024,North Korea,-100,0
Jul.,2024,North Korea,-100,0
Jun.,2024,North Korea,-100,0
May,2024,North Korea,-100,0
Apr.,2024,North Korea,-100,0
Mar.,2024,North Korea,-83.720930232558146,35
Feb.,2024,North Korea,-76.056338028169009,34
Jan.,2024,North Korea,-100,0
Dec.,2024,Nigeria,4933.3333333333339,151
Nov.,2024,Nigeria,4766.6666666666661,292
Oct.,2024,Nigeria,11950,241
Sep.,2024,Nigeria,6400,260
Aug.,2024,Nigeria,1636.3636363636363,191
Jul.,2024,Nigeria,21800,219
Jun.,2024,Nigeria,4525,185
May,2024,Nigeria,5366.6666666666661,164
Apr.,2024,Nigeria,9650,195
Mar.,2024,Nigeria,21400,215
Feb.,2024,Nigeria,7000,142
Jan.,2024,Nigeria,13600,137
Dec.,2024,Niger,-85,3
Nov.,2024,Niger,-77.777777777777786,6
Oct.,2024,Niger,-94.594594594594597,2
Sep.,2024,Niger,-93.333333333333329,4
Aug.,2024,Niger,-78.84615384615384,11
Jul.,2024,Niger,-95.652173913043484,1
Jun.,2024,Niger,-85.18518518518519,4
May,2024,Niger,-88.888888888888886,3
Apr.,2024,Niger,-88.888888888888886,2
Mar.,2024,Niger,-97.5,1
Feb.,2024,Niger,-90.909090909090907,2
Jan.,2024,Niger,-94.73684210526315,1
Dec.,2024,Nicaragua,-99.843186451309393,20
Nov.,2024,Nicaragua,-99.728997289972895,27
Oct.,2024,Nicaragua,-99.716344679546154,37
Sep.,2024,Nicaragua,-99.472805553114839,60
Aug.,2024,Nicaragua,-99.171578779671819,52
Jul.,2024,Nicaragua,-99.676056338028175,23
Jun.,2024,Nicaragua,-99.663844621513945,27
May,2024,Nicaragua,-99.695431472081225,27
Apr.,2024,Nicaragua,-99.836199836199839,18
Mar.,2024,Nicaragua,-99.55372085239317,40
Feb.,2024,Nicaragua,-99.685174585002869,22
Jan.,2024,Nicaragua,-99.821696696696691,19
Dec.,2024,New Zealand,131.00887520376742,12754
Nov.,2024,New Zealand,25.874921036007581,9963
Oct.,2024,New Zealand,5.0664518727345955,13044
Sep.,2024,New Zealand,8.4111259287483336,11381
Aug.,2024,New Zealand,-22.03452987206558,6277
Jul.,2024,New Zealand,-48.494740660137829,7100
Jun.,2024,New Zealand,47.26806013934727,8032
May,2024,New Zealand,-13.028549004218581,8865
Apr.,2024,New Zealand,-6.4845545059994888,10989
Mar.,2024,New Zealand,-1.7645769399386236,8963
Feb.,2024,New Zealand,46.100773573071294,6988
Jan.,2024,New Zealand,205.2420509882555,10656
Dec.,2024,Netherlands,-33.329308054582782,5521
Nov.,2024,Netherlands,-18.953512185132091,7915
Oct.,2024,Netherlands,-16.476049515608182,12415
Sep.,2024,Netherlands,45.080154781647316,10498
Aug.,2024,Netherlands,33.162421435659937,8051
Jul.,2024,Netherlands,54.557685839219637,13785
Jun.,2024,Netherlands,2.7505651846269782,5454
May,2024,Netherlands,-26.942373853211009,10193
Apr.,2024,Netherlands,-38.838286576796961,11751
Mar.,2024,Netherlands,33.450343718004973,9124
Feb.,2024,Netherlands,-0.10442773600668336,4783
Jan.,2024,Netherlands,-45.092796476879521,3491
Dec.,2024,Nepal,275933.33333333337,8281
Nov.,2024,Nepal,976500,9766
Oct.,2024,Nepal,212242.85714285716,14864
Sep.,2024,Nepal,723500,7236
Aug.,2024,Nepal,302200,6046
Jul.,2024,Nepal,52364.705882352937,8919
Jun.,2024,Nepal,35286.666666666664,5308
May,2024,Nepal,697500,13952
Apr.,2024,Nepal,1921200,19213
Mar.,2024,Nepal,52492.307692307688,6837
Feb.,2024,Nepal,,4788
Jan.,2024,Nepal,211833.33333333334,6358
Dec.,2024,Nauru,-86.36363636363636,3
Nov.,2024,Nauru,-94.73684210526315,1
Oct.,2024,Nauru,-77.41935483870968,7
Sep.,2024,Nauru,-96.551724137931032,1
Aug.,2024,Nauru,-87.5,2
Jul.,2024,Nauru,30.76923076923077,17
Jun.,2024,Nauru,-59.45945945945946,15
May,2024,Nauru,-95.348837209302332,2
Apr.,2024,Nauru,-98.076923076923066,1
